ID	LABEL	FNDDS1112	FNDDS1314
FNDDS_73111228	Peas and carrots, cooked, from fresh, made with butter		73111228
FNDDS_73111229	Peas and carrots, cooked, from fresh, made with margarine		73111229
FNDDS_73111230	Peas and carrots, cooked, from frozen, made with oil		73111230
FNDDS_73111231	Peas and carrots, cooked, from frozen, made with butter		73111231
FNDDS_73111232	Peas and carrots, cooked, from frozen, made with margarine		73111232
FNDDS_73111233	Peas and carrots, cooked, from canned, made with oil		73111233
FNDDS_73111234	Peas and carrots, cooked, from canned, made with butter		73111234
FNDDS_73111235	Peas and carrots, cooked, from canned, made with margarine		73111235
FNDDS_73111250	Peas and carrots, canned, low sodium, NS as to fat added in cooking	73111250	
FNDDS_73111260	Peas and carrots, canned, low sodium, fat added in cooking	73111260	
FNDDS_73111270	Peas and carrots, canned, low sodium, fat not added in cooking	73111270	
FNDDS_73111400	Carrots in tomato sauce	73111400	73111400
FNDDS_73112000	Carrot chips, dried	73112000	
FNDDS_73201000	Pumpkin, cooked, NS as to form, NS as to fat added in cooking	73201000	73201000
FNDDS_73201001	Pumpkin, cooked, from fresh, NS as to fat added in cooking	73201001	73201001
FNDDS_73201002	Pumpkin, cooked, from frozen, NS as to fat added in cooking	73201002	73201002
FNDDS_73201003	Pumpkin, cooked, from canned, NS as to fat added in cooking	73201003	73201003
FNDDS_73201010	Pumpkin, cooked, NS as to form, fat not added in cooking	73201010	73201010
FNDDS_73201011	Pumpkin, cooked, from fresh, fat not added in cooking	73201011	73201011
FNDDS_73201012	Pumpkin, cooked, from frozen, fat not added in cooking	73201012	73201012
FNDDS_73201013	Pumpkin, cooked, from canned, fat not added in cooking	73201013	73201013
FNDDS_73201020	Pumpkin, cooked, NS as to form, fat added in cooking, NS as to type of fat	73201020	73201020
FNDDS_73201021	Pumpkin, cooked, from fresh, fat added in cooking, NS as to type of fat	73201021	73201021
FNDDS_73201022	Pumpkin, cooked, from frozen, fat added in cooking, NS as to type of fat	73201022	73201022
FNDDS_73201023	Pumpkin, cooked, from canned, fat added in cooking, NS as to type of fat	73201023	73201023
FNDDS_73201024	Pumpkin, cooked, NS as to form, made with oil		73201024
FNDDS_73201025	Pumpkin, cooked, NS as to form, made with butter		73201025
FNDDS_73201026	Pumpkin, cooked, NS as to form, made with margarine		73201026
FNDDS_73201027	Pumpkin, cooked, from fresh, made with oil		73201027
FNDDS_73201028	Pumpkin, cooked, from fresh, made with butter		73201028
FNDDS_73201029	Pumpkin, cooked, from fresh, made with margarine		73201029
FNDDS_73201030	Pumpkin, cooked, from frozen, made with oil		73201030
FNDDS_73201031	Pumpkin, cooked, from frozen, made with butter		73201031
FNDDS_73201032	Pumpkin, cooked, from frozen, made with margarine		73201032
FNDDS_73201033	Pumpkin, cooked, from canned, made with oil		73201033
FNDDS_73201034	Pumpkin, cooked, from canned, made with butter		73201034
FNDDS_73201035	Pumpkin, cooked, from canned, made with margarine		73201035
FNDDS_73210010	Calabaza (Spanish pumpkin), cooked	73210010	73210010
FNDDS_73210110	Pumpkin fritters, Puerto Rican style	73210110	73210110
FNDDS_73211110	Sweet potato and pumpkin casserole, Puerto Rican style	73211110	73211110
FNDDS_73301000	Squash, winter type, mashed, NS as to fat or sugar added in cooking	73301000	73301000
FNDDS_73301010	Squash, winter type, mashed, no fat or sugar added in cooking	73301010	73301010
FNDDS_73301020	Squash, winter type, mashed, fat added in cooking, no sugar added in cooking	73301020	73301020
FNDDS_73301030	Squash, winter type, mashed, fat and sugar added in cooking	73301030	73301030
FNDDS_73302010	Squash, winter type, raw	73302010	73302010
FNDDS_73303000	Squash, winter type, baked, NS as to fat or sugar added in cooking	73303000	73303000
FNDDS_73303010	Squash, winter type, baked, no fat or sugar added in cooking	73303010	73303010
FNDDS_73303020	Squash, winter type, baked, fat added in cooking, no sugar added in cooking, NS as to type of fat	73303020	73303020
FNDDS_73303021	Squash, winter type, baked, no sugar added in cooking, made with oil		73303021
FNDDS_73303022	Squash, winter type, baked, no sugar added in cooking, made with butter		73303022
FNDDS_73303023	Squash, winter type, baked, no sugar added in cooking, made with margarine		73303023
FNDDS_73303030	Squash, winter type, baked, fat and sugar added in cooking	73303030	73303030
FNDDS_73303040	Squash, winter type, baked, no fat added in cooking, sugar added in cooking	73303040	73303040
FNDDS_73304010	Squash fritter or cake	73304010	73304010
FNDDS_73305010	Squash, winter, baked with cheese	73305010	73305010
FNDDS_73305020	Squash, winter, souffle	73305020	73305020
FNDDS_73401000	Sweet potato, NFS	73401000	73401000
FNDDS_73402000	Sweet potato, baked, peel eaten, NS as to fat added in cooking	73402000	73402000
FNDDS_73402010	Sweet potato, baked, peel eaten, fat not added in cooking	73402010	73402010
FNDDS_73402020	Sweet potato, baked, peel eaten, fat added in cooking, NS as to type of fat	73402020	73402020
FNDDS_73402021	Sweet potato, baked, peel eaten, made with oil		73402021
FNDDS_73402022	Sweet potato, baked, peel eaten, made with butter		73402022
FNDDS_73402023	Sweet potato, baked, peel eaten, made with margarine		73402023
FNDDS_73403000	Sweet potato, baked, peel not eaten, NS as to fat added in cooking	73403000	73403000
FNDDS_73403010	Sweet potato, baked, peel not eaten, fat not added in cooking	73403010	73403010
FNDDS_73403020	Sweet potato, baked, peel not eaten, fat added in cooking, NS as to type of fat	73403020	73403020
FNDDS_73403021	Sweet potato, baked, peel not eaten, made with oil		73403021
FNDDS_73403022	Sweet potato, baked, peel not eaten, made with butter		73403022
FNDDS_73403023	Sweet potato, baked, peel not eaten, made with margarine		73403023
FNDDS_73405000	Sweet potato, boiled, peel not eaten, NS as to fat added in cooking	73405100	73405000
FNDDS_73405010	Sweet potato, boiled, peel not eaten, fat not added in cooking	73405110	73405010
FNDDS_73405020	Sweet potato, boiled, peel not eaten, fat added in cooking, NS as to type of fat	73405020	73405020
FNDDS_73405021	Sweet potato, boiled, peel not eaten, made with oil		73405021
FNDDS_73405022	Sweet potato, boiled, peel not eaten, made with butter		73405022
FNDDS_73405023	Sweet potato, boiled, peel not eaten, made with margarine		73405023
FNDDS_73406000	Sweet potato, candied	73406000	73406000
FNDDS_73406010	Sweet potato with fruit	73406010	73406010
FNDDS_73407000	Sweet potato, canned	73407030	73407000
FNDDS_73409000	Sweet potato, casserole or mashed	73409000	73409000
FNDDS_73410110	Sweet potato, fried	73410110	73410110
FNDDS_73410210	Sweet potato, chips	73410210	73410210
FNDDS_73410300	Sweet potato, french fries	73410300	73410300
FNDDS_73421000	Sweet potato, yellow, Puerto Rican, cooked	73421000	73421000
FNDDS_73501000	Carrot soup, cream of, prepared with milk, home recipe, canned or ready-to-serve	73501000	73501000
FNDDS_73501010	Carrot with rice soup, cream of, prepared with milk, home recipe, canned or ready-to-serve	73501010	73501010
FNDDS_73502000	Squash, winter type, soup, home recipe, canned, or ready-to-serve		73502000
FNDDS_74101000	Tomatoes, raw	74101000	74101000
FNDDS_74102000	Tomatoes, green, raw	74102000	74102000
FNDDS_74201000	Tomatoes, cooked, NS as to form, NS as to method	74201000	74201000
FNDDS_74201001	Tomatoes, cooked, from fresh, NS as to method	74201001	74201001
FNDDS_74201003	Tomatoes, cooked, from canned, NS as to method	74201003	74201003
FNDDS_74202010	Tomatoes, NS as to form, broiled	74202010	74202010
FNDDS_74202011	Tomatoes, from fresh, broiled	74202011	74202011
FNDDS_74202050	Tomatoes, red, NS as to form, fried	74202050	74202050
FNDDS_74202051	Tomatoes, red, from fresh, fried	74202051	74202051
FNDDS_74203010	Tomatoes, NS as to form, scalloped	74203010	74203010
FNDDS_74203011	Tomatoes, from fresh, scalloped	74203011	74203011
FNDDS_74204010	Tomatoes, NS as to form, stewed	74204010	74204010
FNDDS_74204011	Tomatoes, from fresh, stewed	74204011	74204011
FNDDS_74204013	Tomatoes, from canned, stewed	74204013	74204013
FNDDS_74204500	Tomatoes, canned, low sodium	74204500	74204500
FNDDS_74205010	Tomatoes, green, cooked, NS as to form	74205010	74205010
FNDDS_74205011	Tomatoes, green, cooked, from fresh	74205011	74205011
FNDDS_74205020	Tomato, green, pickled	74205020	74205020
FNDDS_74206000	Tomatoes, red, dried	74206000	74206000
FNDDS_74301100	Tomato juice, 100%	74301100	74301100
FNDDS_74301150	Tomato juice, 100%, low sodium	74301150	74301150
FNDDS_74302000	Tomato juice cocktail	74302000	74302000
FNDDS_74303000	Tomato and vegetable juice, 100%	74303000	74303000
FNDDS_74303100	Tomato and vegetable juice, 100%, low sodium	74303100	74303100
FNDDS_74401010	Tomato catsup	74401010	74401010
FNDDS_74401110	Tomato catsup, reduced sodium	74401110	74401110
FNDDS_74402010	Tomato chili sauce (catsup-type)	74402010	74402010
FNDDS_74402100	Salsa, NFS	74402100	74402100
FNDDS_74402110	Salsa, pico de gallo	74402110	74402110
FNDDS_74402150	Salsa, red, commercially-prepared	74402150	74402150
FNDDS_74402200	Salsa, red, homemade	74402200	74402200
FNDDS_74402250	Enchilada sauce, red	74402250	74402250
FNDDS_74402260	Enchilada sauce, green	74402260	74402260
FNDDS_74402350	Salsa verde or salsa, green	74402350	74402350
FNDDS_74404010	Spaghetti sauce, meatless	74404010	74404010
FNDDS_74404020	Spaghetti sauce with vegetables, homemade	74404020	74404020
FNDDS_74404030	Spaghetti sauce with meat, canned, no extra meat added	74404030	74404030
FNDDS_74404050	Spaghetti sauce, meatless, reduced sodium	74404050	74404050
FNDDS_74404060	Spaghetti sauce, meatless, fat free	74404060	74404060
FNDDS_74404090	Vodka flavored pasta sauce made with tomatoes and cream	74404090	74404090
FNDDS_74405010	Tomato relish	74405010	74405010
FNDDS_74406010	Barbecue sauce	74406010	74406010
FNDDS_74406050	Barbecue sauce, reduced sodium	74406050	
FNDDS_74406100	Steak sauce, tomato-base	74406100	74406100
FNDDS_74406500	Cocktail sauce	74406500	74406500
FNDDS_74410110	Puerto Rican seasoning with ham	74410110	74410110
FNDDS_74415110	Puerto Rican seasoning with ham and tomato sauce	74415110	74415110
FNDDS_74420110	Puerto Rican seasoning without ham and tomato sauce	74420110	74420110
FNDDS_74501010	Tomato aspic	74501010	74501010
FNDDS_74503009	Tomato and corn, cooked, NS as to fat added in cooking		74503009
FNDDS_74503010	Tomato and corn, cooked, fat not added in cooking	74503010	74503010
FNDDS_74503011	Tomato and corn, cooked, fat added in cooking		74503011
FNDDS_74504000	Tomato and okra, cooked, NS as to fat added in cooking	74504000	74504000
FNDDS_74504010	Tomato and okra, cooked, fat not added in cooking	74504010	74504010
FNDDS_74504020	Tomato and okra, cooked, fat added in cooking, NS as to type of fat	74504020	74504020
FNDDS_74504021	Tomato and okra, cooked, made with oil		74504021
FNDDS_74504022	Tomato and okra, cooked, made with butter		74504022
FNDDS_74504023	Tomato and okra, cooked, made with margarine		74504023
FNDDS_74504100	Tomato and onion, cooked, NS as to fat added in cooking	74504100	74504100
FNDDS_74504110	Tomato and onion, cooked, fat not added in cooking	74504110	74504110
FNDDS_74504120	Tomato and onion, cooked, fat added in cooking, NS as to type of fat	74504120	74504120
FNDDS_74504121	Tomato and onion, cooked, made with oil		74504121
FNDDS_74504122	Tomato and onion, cooked, made with butter		74504122
FNDDS_74504123	Tomato and onion, cooked, made with margarine		74504123
FNDDS_74504148	Tomato and celery, cooked, NS as to fat added in cooking		74504148
FNDDS_74504149	Tomato and celery, cooked, fat added in cooking		74504149
FNDDS_74504150	Tomato and celery, cooked, fat not added in cooking	74504150	74504150
FNDDS_74505000	Tomato with corn and okra, cooked, NS as to fat added in cooking	74505000	74505000
FNDDS_74505010	Tomato with corn and okra, cooked, fat not added in cooking	74505010	74505010
FNDDS_74505020	Tomato with corn and okra, cooked, fat added in cooking, NS as to type of fat	74505020	74505020
FNDDS_74505021	Tomato with corn and okra, cooked, made with oil		74505021
FNDDS_74505022	Tomato with corn and okra, cooked, made with butter		74505022
FNDDS_74505023	Tomato with corn and okra, cooked, made with margarine		74505023
FNDDS_74506000	Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar	74506000	74506000
FNDDS_74601000	Tomato soup, NFS	74601000	74601000
FNDDS_74601010	Tomato soup, cream of, prepared with milk	74601010	74601010
FNDDS_74602010	Tomato soup, prepared with water, or ready-to-serve	74602010	74602010
FNDDS_74602050	Tomato soup, instant type, prepared with water	74602050	74602050
FNDDS_74602200	Tomato soup, canned, reduced sodium, prepared with water, or ready-to-serve	74602200	74602200
FNDDS_74602300	Tomato soup, canned, reduced sodium, prepared with milk	74602300	74602300
FNDDS_74603010	Tomato beef soup, prepared with water	74603010	74603010
FNDDS_74604010	Tomato beef noodle soup, prepared with water	74604010	74604010
FNDDS_74604100	Tomato beef rice soup, prepared with water	74604100	74604100
FNDDS_74604500	Tomato noodle soup, canned, prepared with water or ready-to-serve	74604500	74604500
FNDDS_74604600	Tomato noodle soup, canned, prepared with milk	74604600	74604600
FNDDS_74605010	Tomato rice soup, prepared with water	74605010	74605010
FNDDS_74606010	Tomato vegetable soup, prepared with water	74606010	74606010
FNDDS_74606020	Tomato vegetable soup with noodles, prepared with water	74606020	74606020
FNDDS_74701000	Tomato sandwich	74701000	74701000
FNDDS_75100250	Raw vegetable, NFS	75100250	75100250
FNDDS_75100300	Sprouts, NFS	75100300	75100300
FNDDS_75100500	Alfalfa sprouts, raw	75100500	75100500
FNDDS_75100750	Artichoke, Jerusalem, raw	75100750	75100750
FNDDS_75100800	Asparagus, raw	75100800	75100800
FNDDS_75101000	Bean sprouts, raw (soybean or mung)	75101000	75101000
FNDDS_75101800	Beans, string, green, raw	75101800	75101800
FNDDS_75102000	Beans, lima, raw	75102000	75102000
FNDDS_75102500	Beets, raw	75102500	75102500
FNDDS_75102600	Broccoflower, raw	75102600	75102600
FNDDS_75102750	Brussels sprouts, raw	75102750	75102750
FNDDS_75103000	Cabbage, green, raw	75103000	75103000
FNDDS_75104000	Cabbage, Chinese, raw	75104000	75104000
FNDDS_75105000	Cabbage, red, raw	75105000	75105000
FNDDS_75105500	Cactus, raw	75105500	75105500
FNDDS_75107000	Cauliflower, raw	75107000	75107000
FNDDS_75109000	Celery, raw	75109000	75109000
FNDDS_75109010	Fennel bulb, raw	75109010	75109010
FNDDS_75109400	Basil, raw	75109400	75109400
FNDDS_75109500	Chives, raw	75109500	75109500
FNDDS_75109550	Cilantro, raw	75109550	75109550
FNDDS_75109600	Corn, raw	75109600	75109600
FNDDS_75111000	Cucumber, raw	75111000	75111000
FNDDS_75111200	Eggplant, raw	75111200	75111200
FNDDS_75111500	Garlic, raw	75111500	75111500
FNDDS_75111800	Jicama, raw	75111800	75111800
FNDDS_75112000	Kohlrabi, raw	75112000	75112000
FNDDS_75112500	Leek, raw	75112500	75112500
FNDDS_75113000	Lettuce, raw	75113000	75113000
FNDDS_75113060	Lettuce, Boston, raw	75113060	75113060
FNDDS_75113070	Lettuce, manoa	75113070	75113070
FNDDS_75113080	Lettuce, arugula, raw	75113080	75113080
FNDDS_75114000	Mixed salad greens, raw	75114000	75114000
FNDDS_75115000	Mushrooms, raw	75115000	75115000
FNDDS_75117010	Onions, young green, raw	75117010	75117010
FNDDS_75117020	Onions, mature, raw	75117020	75117020
FNDDS_75119000	Parsley, raw	75119000	75119000
FNDDS_75120000	Peas, green, raw	75120000	75120000
FNDDS_75121000	Pepper, hot chili, raw	75121000	75121000
FNDDS_75121400	Pepper, poblano, raw	75121400	75121400
FNDDS_75121500	Pepper, Serrano, raw	75121500	75121500
FNDDS_75122000	Pepper, raw, NFS	75122000	75122000
FNDDS_75122100	Pepper, sweet, green, raw	75122100	75122100
FNDDS_75122200	Pepper, sweet, red, raw	75122200	75122200
FNDDS_75124000	Pepper, banana, raw	75124000	75124000
FNDDS_75125000	Radish, raw	75125000	75125000
FNDDS_75127000	Rutabaga, raw	75127000	75127000
FNDDS_75127500	Seaweed, raw	75127500	75127500
FNDDS_75127750	Snowpeas (pea pod), raw	75127750	75127750
FNDDS_75128000	Squash, summer, yellow, raw	75128000	75128000
FNDDS_75128010	Squash, summer, green, raw	75128010	75128010
FNDDS_75129000	Turnip, raw	75129000	75129000
FNDDS_75132000	Mixed vegetable juice (vegetables other than tomato)	75132000	75132000
FNDDS_75132100	Celery juice	75132100	75132100
FNDDS_75140500	Broccoli salad with cauliflower, cheese, bacon bits, and dressing	75140500	75140500
FNDDS_75140510	Broccoli slaw salad 	75140510	75140510
FNDDS_75140990	Cabbage salad or coleslaw, from fast food / restaurant	75140990	75140990
FNDDS_75141000	Cabbage salad or coleslaw, made with coleslaw dressing	75141000	75141000
FNDDS_75141005	Cabbage salad or coleslaw, made with light coleslaw dressing	75141005	75141005
FNDDS_75141020	Cabbage salad or coleslaw, made with Italian dressing	75141020	75141020
FNDDS_75141025	Cabbage salad or coleslaw, made with light Italian dressing	75141025	75141025
FNDDS_75141030	Cabbage salad or coleslaw, made with creamy dressing	75141030	75141030
FNDDS_75141035	Cabbage salad or coleslaw, made with light creamy dressing	75141035	75141035
FNDDS_75141040	Cabbage salad or coleslaw, made with any type of fat free dressing	75141040	75141040
FNDDS_75141100	Cabbage salad or coleslaw with apples and/or raisins, with dressing	75141100	75141100
FNDDS_75141200	Cabbage salad or coleslaw with pineapple, with dressing	75141200	75141200
FNDDS_75141300	Cabbage, Chinese, salad, with dressing	75141300	75141300
FNDDS_75141500	Celery, stuffed with cheese	75141500	75141500
FNDDS_75142000	Cucumber and vegetable namasu	75142000	75142000
FNDDS_75142500	Cucumber salad, made with sour cream dressing	75142500	75142500
FNDDS_75142550	Cucumber salad, made with Italian dressing	75142550	75142550
FNDDS_75142600	Cucumber salad made with cucumber and vinegar	75142600	75142600
FNDDS_75143000	Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing	75143000	75143000
FNDDS_75143050	Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing	75143050	75143050
FNDDS_75143100	Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing	75143100	75143100
FNDDS_75143200	Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing	75143200	75143200
FNDDS_75143300	Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing	75143300	75143300
FNDDS_75143350	Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing	75143350	75143350
FNDDS_75144100	Lettuce, wilted, with bacon dressing	75144100	75144100
FNDDS_75145000	Seven-layer salad (lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon)	75145000	75145000
FNDDS_75146000	Greek Salad, no dressing	75146000	75146000
FNDDS_75147000	Spinach salad, no dressing	75147000	75147000
FNDDS_75148010	Cobb salad, no dressing	75148010	75148010
FNDDS_75200100	Vegetables, NS as to type, cooked, NS as to fat added in cooking	75200100	75200100
FNDDS_75200110	Vegetables, NS as to type, cooked, fat not added in cooking	75200110	75200110
FNDDS_75200120	Vegetables, NS as to type, cooked, fat added in cooking, NS as to type of fat	75200120	75200120
FNDDS_75200121	Vegetables, NS as to type, cooked, made with oil		75200121
FNDDS_75200122	Vegetables, NS as to type, cooked, made with butter		75200122
FNDDS_75200123	Vegetables, NS as to type, cooked, made with margarine		75200123
FNDDS_75200600	Algae, dried	75200600	
FNDDS_75200700	Aloe vera juice drink	75200700	75200700
FNDDS_75201000	Artichoke, cooked, NS as to form, NS as to fat added in cooking	75201000	75201000
FNDDS_75201001	Artichoke, cooked, from fresh, NS as to fat added in cooking	75201001	75201001
FNDDS_75201002	Artichoke, cooked, from frozen, NS as to fat added in cooking	75201002	75201002
FNDDS_75201003	Artichoke, cooked, from canned, NS as to fat added in cooking	75201003	75201003
FNDDS_75201010	Artichoke, cooked, NS as to form, fat not added in cooking	75201010	75201010
FNDDS_75201011	Artichoke, cooked, from fresh, fat not added in cooking	75201011	75201011
FNDDS_75201012	Artichoke, cooked, from frozen, fat not added in cooking	75201012	75201012
FNDDS_75201013	Artichoke, cooked, from canned, fat not added in cooking	75201013	75201013
FNDDS_75201020	Artichoke, cooked, NS as to form, fat added in cooking, NS as to type of fat	75201020	75201020
FNDDS_75201021	Artichoke, cooked, from fresh, fat added in cooking, NS as to type of fat	75201021	75201021
FNDDS_75201022	Artichoke, cooked, from frozen, fat added in cooking, NS as to type of fat	75201022	75201022
FNDDS_75201023	Artichoke, cooked, from canned, fat added in cooking, NS as to type of fat	75201023	75201023
FNDDS_75201030	Artichoke salad in oil	75201030	75201030
FNDDS_75201031	Artichoke, cooked, NS as to form, made with oil		75201031
FNDDS_75201032	Artichoke, cooked, NS as to form, made with butter		75201032
FNDDS_75201033	Artichoke, cooked, NS as to form, made with margarine		75201033
FNDDS_75201034	Artichoke, cooked, from fresh, made with oil		75201034
FNDDS_75201035	Artichoke, cooked, from fresh, made with butter		75201035
FNDDS_75201036	Artichoke, cooked, from fresh, made with margarine		75201036
FNDDS_75201037	Artichoke, cooked, from canned, made with oil		75201037
FNDDS_75201038	Artichoke, cooked, from canned, made with butter		75201038
FNDDS_75201039	Artichoke, cooked, from canned, made with margarine		75201039
FNDDS_75201040	Artichoke, cooked, from frozen, made with oil		75201040
FNDDS_75201041	Artichoke, cooked, from frozen, made with butter		75201041
FNDDS_75201042	Artichoke, cooked, from frozen, made with margarine		75201042
FNDDS_75202000	Asparagus, cooked, NS as to form, NS as to fat added in cooking	75202000	75202000
FNDDS_75202001	Asparagus, cooked, from fresh, NS as to fat added in cooking	75202001	75202001
FNDDS_75202002	Asparagus, cooked, from frozen, NS as to fat added in cooking	75202002	75202002
FNDDS_75202003	Asparagus, cooked, from canned, NS as to fat added in cooking	75202003	75202003
FNDDS_75202010	Asparagus, cooked, NS as to form, fat not added in cooking	75202010	75202010
FNDDS_75202011	Asparagus, cooked, from fresh, fat not added in cooking	75202011	75202011
FNDDS_75202012	Asparagus, cooked, from frozen, fat not added in cooking	75202012	75202012
FNDDS_75202013	Asparagus, cooked, from canned, fat not added in cooking	75202013	75202013
FNDDS_75202020	Asparagus, cooked, NS as to form, fat added in cooking, NS as to type of fat	75202020	75202020
FNDDS_75202021	Asparagus, cooked, from fresh, fat added in cooking, NS as to type of fat	75202021	75202021
FNDDS_75202022	Asparagus, cooked, from frozen, fat added in cooking, NS as to type of fat	75202022	75202022
FNDDS_75202023	Asparagus, cooked, from canned, fat added in cooking, NS as to type of fat	75202023	75202023
FNDDS_75202024	Asparagus, cooked, NS as to form, made with oil		75202024
FNDDS_75202025	Asparagus, cooked, NS as to form, made with butter		75202025
FNDDS_75202026	Asparagus, cooked, NS as to form, made with margarine		75202026
FNDDS_75202027	Asparagus, cooked, from fresh, made with oil		75202027
FNDDS_75202028	Asparagus, cooked, from fresh, made with butter		75202028
FNDDS_75202029	Asparagus, cooked, from fresh, made with margarine		75202029
FNDDS_75202031	Asparagus, cooked, from frozen, made with oil		75202031
FNDDS_75202032	Asparagus, cooked, from frozen, made with butter		75202032
FNDDS_75202033	Asparagus, cooked, from frozen, made with margarine		75202033
FNDDS_75202034	Asparagus, cooked, from canned, made with oil		75202034
FNDDS_75202035	Asparagus, cooked, from canned, made with butter		75202035
FNDDS_75202036	Asparagus, cooked, from canned, made with margarine		75202036
FNDDS_75203000	Bamboo shoots, cooked, fat not added in cooking	75203000	75203000
FNDDS_75203020	Bamboo shoots, cooked, fat added in cooking	75203020	75203020
FNDDS_75203028	Bamboo shoots, cooked, NS as to fat added in cooking		75203028
FNDDS_75204000	Beans, lima, immature, cooked, NS as to form, NS as to fat added in cooking	75204000	75204000
FNDDS_75204001	Beans, lima, immature, cooked, from fresh, NS as to fat added in cooking	75204001	75204001
FNDDS_75204002	Beans, lima, immature, cooked, from frozen, NS as to fat added in cooking	75204002	75204002
FNDDS_75204003	Beans, lima, immature, cooked, from canned, NS as to fat added in cooking	75204003	75204003
FNDDS_75204010	Beans, lima, immature, cooked, NS as to form, fat not added in cooking	75204010	75204010
FNDDS_75204011	Beans, lima, immature, cooked, from fresh, fat not added in cooking	75204011	75204011
FNDDS_75204012	Beans, lima, immature, cooked, from frozen, fat not added in cooking	75204012	75204012
FNDDS_75204013	Beans, lima, immature, cooked, from canned, fat not added in cooking	75204013	75204013
FNDDS_75204020	Beans, lima, immature, cooked, NS as to form, fat added in cooking, NS as to type of fat	75204020	75204020
FNDDS_75204021	Beans, lima, immature, cooked, from fresh, fat added in cooking, NS as to type of fat	75204021	75204021
FNDDS_75204022	Beans, lima, immature, cooked, from frozen, fat added in cooking, NS as to type of fat	75204022	75204022
FNDDS_75204023	Beans, lima, immature, cooked, from canned, fat added in cooking, NS as to type of fat	75204023	75204023
FNDDS_75204024	Beans, lima, immature, cooked, NS as to form, made with oil		75204024
FNDDS_75204025	Beans, lima, immature, cooked, NS as to form, made with butter		75204025
FNDDS_75204026	Beans, lima, immature, cooked, NS as to form, made with margarine		75204026
FNDDS_75204027	Beans, lima, immature, cooked, from fresh, made with oil		75204027
FNDDS_75204028	Beans, lima, immature, cooked, from fresh, made with butter		75204028
FNDDS_75204029	Beans, lima, immature, cooked, from fresh, made with margarine		75204029
FNDDS_75204030	Beans, lima, immature, cooked, from frozen, made with oil		75204030
FNDDS_75204031	Beans, lima, immature, cooked, from frozen, made with butter		75204031
FNDDS_75204032	Beans, lima, immature, cooked, from frozen, made with margarine		75204032
FNDDS_75204033	Beans, lima, immature, cooked, from canned, made with oil		75204033
FNDDS_75204034	Beans, lima, immature, cooked, from canned, made with butter		75204034
FNDDS_75204035	Beans, lima, immature, cooked, from canned, made with margarine		75204035
FNDDS_75204100	Beans, lima, immature, canned, low sodium, NS as to fat added in cooking	75204100	
FNDDS_75204110	Beans, lima, immature, canned, low sodium, fat not added in cooking	75204110	
FNDDS_75204120	Beans, lima, immature, canned, low sodium, fat added in cooking	75204120	
FNDDS_75204960	Beans, string, cooked, NS as to form, NS as to color, made with oil		75204960
FNDDS_75204961	Beans, string, cooked, NS as to form, NS as to color, made with butter		75204961
FNDDS_75204962	Beans, string, cooked, NS as to form, NS as to color, made with margarine		75204962
FNDDS_75204963	Beans, string, cooked, from fresh, NS as to color, made with oil		75204963
FNDDS_75204964	Beans, string, cooked, from fresh, NS as to color, made with butter		75204964
FNDDS_75204965	Beans, string, cooked, from fresh, NS as to color, made with margarine		75204965
FNDDS_75204966	Beans, string, cooked, from frozen, NS as to color, made with oil		75204966
FNDDS_75204967	Beans, string, cooked, from frozen, NS as to color, made with butter		75204967
FNDDS_75204968	Beans, string, cooked, from frozen, NS as to color, made with margarine		75204968
FNDDS_75204969	Beans, string, cooked, from canned, NS as to color, made with oil		75204969
FNDDS_75204970	Beans, string, cooked, from canned, NS as to color, made with butter		75204970
FNDDS_75204971	Beans, string, cooked, from canned, NS as to color, made with margarine		75204971
FNDDS_75204980	Beans, string, cooked, NS as to form, NS as to color, fat added in cooking, NS as to type of fat	75204980	75204980
FNDDS_75204981	Beans, string, cooked, from fresh, NS as to color, fat added in cooking, NS as to type of fat	75204981	75204981
FNDDS_75204982	Beans, string, cooked, from frozen, NS as to color, fat added in cooking, NS as to type of fat	75204982	75204982
FNDDS_75204983	Beans, string, cooked, from canned, NS as to color, fat added in cooking, NS as to type of fat	75204983	75204983
FNDDS_75204990	Beans, string, cooked, NS as to form, NS as to color, fat not added in cooking	75204990	75204990
FNDDS_75204991	Beans, string, cooked, from fresh, NS as to color, fat not added in cooking	75204991	75204991
FNDDS_75204992	Beans, string, cooked, from frozen, NS as to color, fat not added in cooking	75204992	75204992
FNDDS_75204993	Beans, string, cooked, from canned, NS as to color, fat not added in cooking	75204993	75204993
FNDDS_75205000	Beans, string, cooked, NS as to form, NS as to color, NS as to fat added in cooking	75205000	75205000
FNDDS_75205001	Beans, string, cooked, from fresh, NS as to color, NS as to fat added in cooking	75205001	75205001
FNDDS_75205002	Beans, string, cooked, from frozen, NS as to color, NS as to fat added in cooking	75205002	75205002
