ID	LABEL	FNDDS1112	FNDDS1314
FNDDS_12320200	Sour cream, filled, sour dressing, nonbutterfat	12320200	12320200
FNDDS_12350000	Dip, sour cream base	12350000	12350000
FNDDS_12350020	Dip, sour cream base, reduced calorie	12350020	12350020
FNDDS_12350100	Spinach dip	12350100	12350100
FNDDS_12350110	Spinach and artichoke dip	12350110	12350110
FNDDS_13110000	Ice cream, NFS	13110000	13110000
FNDDS_13110100	Ice cream, regular, flavors other than chocolate	13110100	13110100
FNDDS_13110110	Ice cream, regular, chocolate	13110110	13110110
FNDDS_13110120	Ice cream, rich, flavors other than chocolate	13110120	13110120
FNDDS_13110130	Ice cream, rich, chocolate	13110130	13110130
FNDDS_13110140	Ice cream, rich, NS as to flavor	13110140	13110140
FNDDS_13110200	Ice cream, soft serve, flavors other than chocolate	13110200	13110200
FNDDS_13110210	Ice cream, soft serve, chocolate	13110210	13110210
FNDDS_13110220	Ice cream, soft serve, NS as to flavor	13110220	13110220
FNDDS_13110310	Ice cream, no sugar added, NS as to flavor	13110310	13110310
FNDDS_13110320	Ice cream, no sugar added, flavors other than chocolate	13110320	13110320
FNDDS_13110330	Ice cream, no sugar added, chocolate	13110330	13110330
FNDDS_13120050	Ice cream bar or stick, not chocolate covered or cake covered	13120050	13120050
FNDDS_13120100	Ice cream bar or stick, chocolate covered	13120100	13120100
FNDDS_13120110	Ice cream bar or stick, chocolate or caramel covered, with nuts	13120110	13120110
FNDDS_13120120	Ice cream bar or stick, rich chocolate ice cream, thick chocolate covering	13120120	13120120
FNDDS_13120121	Ice cream bar or stick, rich ice cream, thick chocolate covering	13120121	13120121
FNDDS_13120130	Ice cream bar or stick, rich ice cream, chocolate covered, with nuts	13120130	13120130
FNDDS_13120140	Ice cream bar or stick, chocolate ice cream, chocolate covered	13120140	13120140
FNDDS_13120300	Ice cream bar, cake covered	13120300	13120300
FNDDS_13120310	Ice cream bar, stick or nugget, with crunch coating	13120310	13120310
FNDDS_13120400	Ice cream bar or stick with fruit	13120400	13120400
FNDDS_13120500	Ice cream sandwich	13120500	13120500
FNDDS_13120550	Ice cream cookie sandwich	13120550	13120550
FNDDS_13120700	Ice cream cone with nuts, flavors other than chocolate	13120700	13120700
FNDDS_13120710	Ice cream cone, chocolate covered, with nuts, flavors other than chocolate	13120710	13120710
FNDDS_13120720	Ice cream cone, chocolate covered or dipped, flavors other than chocolate	13120720	13120720
FNDDS_13120730	Ice cream cone, no topping, flavors other than chocolate	13120730	13120730
FNDDS_13120740	Ice cream cone, no topping, NS as to flavor	13120740	13120740
FNDDS_13120750	Ice cream cone with nuts, chocolate ice cream	13120750	13120750
FNDDS_13120760	Ice cream cone, chocolate covered or dipped, chocolate ice cream	13120760	13120760
FNDDS_13120770	Ice cream cone, no topping, chocolate ice cream	13120770	13120770
FNDDS_13120780	Ice cream cone, chocolate covered, with nuts, chocolate ice cream	13120780	13120780
FNDDS_13120790	Ice cream sundae cone	13120790	13120790
FNDDS_13120800	Ice cream soda, flavors other than chocolate	13120800	13120800
FNDDS_13120810	Ice cream soda, chocolate	13120810	13120810
FNDDS_13121000	Ice cream sundae, NS as to topping, with whipped cream	13121000	13121000
FNDDS_13121100	Ice cream sundae, fruit topping, with whipped cream	13121100	13121100
FNDDS_13121200	Ice cream sundae, prepackaged type, flavors other than chocolate	13121200	13121200
FNDDS_13121300	Ice cream sundae, chocolate or fudge topping, with whipped cream	13121300	13121300
FNDDS_13121400	Ice cream sundae, not fruit or chocolate topping, with whipped cream	13121400	13121400
FNDDS_13121500	Ice cream sundae, fudge topping, with cake, with whipped cream	13121500	13121500
FNDDS_13122100	Ice cream pie, no crust	13122100	13122100
FNDDS_13122500	Ice cream pie, with cookie crust, fudge topping, and whipped cream	13122500	13122500
FNDDS_13126000	Ice cream, fried	13126000	13126000
FNDDS_13127000	Dippin' Dots, flash frozen ice cream snacks, flavors other than chocolate	13127000	13127000
FNDDS_13127010	Dippin' Dots, flash frozen ice cream snacks, chocolate	13127010	13127010
FNDDS_13130100	Light ice cream, NS as to flavor (formerly ice milk)	13130100	13130100
FNDDS_13130300	Light ice cream, flavors other than chocolate (formerly ice milk)	13130300	13130300
FNDDS_13130310	Light ice cream, chocolate (formerly ice milk)	13130310	13130310
FNDDS_13130320	Light ice cream, no sugar added, NS as to flavor	13130320	13130320
FNDDS_13130330	Light ice cream, no sugar added, flavors other than chocolate	13130330	13130330
FNDDS_13130340	Light ice cream, no sugar added, chocolate	13130340	13130340
FNDDS_13130590	Light ice cream, soft serve, NS as to flavor (formerly ice milk)	13130590	13130590
FNDDS_13130600	Light ice cream, soft serve, flavors other than chocolate (formerly ice milk)	13130600	13130600
FNDDS_13130610	Light ice cream, soft serve, chocolate (formerly ice milk)	13130610	13130610
FNDDS_13130620	Light ice cream, soft serve cone, flavors other than chocolate (formerly ice milk)	13130620	13130620
FNDDS_13130630	Light ice cream, soft serve cone, chocolate (formerly ice milk)	13130630	13130630
FNDDS_13130640	Light ice cream, soft serve cone, NS as to flavor (formerly ice milk)	13130640	13130640
FNDDS_13130700	Light ice cream, soft serve, blended with candy or cookies	13130700	13130700
FNDDS_13135000	Ice cream sandwich, made with light ice cream, flavors other than chocolate	13135000	13135000
FNDDS_13135010	Ice cream sandwich, made with light chocolate ice cream	13135010	13135010
FNDDS_13136000	Ice cream sandwich, made with light, no sugar added ice cream	13136000	13136000
FNDDS_13140100	Light ice cream, bar or stick, chocolate-coated (formerly ice milk)	13140100	13140100
FNDDS_13140110	Light ice cream, bar or stick, chocolate covered, with nuts (formerly ice milk)	13140110	13140110
FNDDS_13140450	Light ice cream, cone, NFS (formerly ice milk)	13140450	13140450
FNDDS_13140500	Light ice cream, cone, flavors other than chocolate (formerly ice milk)	13140500	13140500
FNDDS_13140550	Light ice cream, cone, chocolate (formerly ice milk)	13140550	13140550
FNDDS_13140570	Light ice cream, no sugar added, cone, NS as to flavor	13140570	13140570
FNDDS_13140575	Light ice cream, no sugar added, cone, flavors other than chocolate	13140575	13140575
FNDDS_13140580	Light ice cream, no sugar added, cone, chocolate	13140580	13140580
FNDDS_13140600	Light ice cream, sundae, soft serve, chocolate or fudge topping, with whipped cream (formerly ice milk)	13140600	13140600
FNDDS_13140630	Light ice cream, sundae, soft serve, fruit topping, with whipped cream (formerly ice milk)	13140630	13140630
FNDDS_13140650	Light ice cream, sundae, soft serve, not fruit or chocolate topping, with whipped cream (formerly ice milk)	13140650	13140650
FNDDS_13140660	Light ice cream, sundae, soft serve, chocolate or fudge topping (without whipped cream) (formerly ice milk)	13140660	13140660
FNDDS_13140670	Light ice cream, sundae, soft serve, fruit topping (without whipped cream) (formerly ice milk)	13140670	13140670
FNDDS_13140680	Light ice cream, sundae, soft serve, not fruit or chocolate topping (without whipped cream) (formerly ice milk)	13140680	13140680
FNDDS_13140700	Light ice cream, creamsicle or dreamsicle (formerly ice milk)	13140700	13140700
FNDDS_13140710	Light ice cream, creamsicle or dreamsicle, no sugar added 	13140710	13140710
FNDDS_13140900	Light ice cream, fudgesicle (formerly ice milk)	13140900	13140900
FNDDS_13142000	Milk dessert bar or stick, frozen, with coconut	13142000	13142000
FNDDS_13150000	Sherbet, all flavors	13150000	13150000
FNDDS_13160150	Fat free ice cream, no sugar added, chocolate	13160150	13160150
FNDDS_13160160	Fat free ice cream, no sugar added, flavors other than chocolate	13160160	13160160
FNDDS_13160400	Fat free ice cream, flavors other than chocolate	13160400	13160400
FNDDS_13160410	Fat free ice cream, chocolate	13160410	13160410
FNDDS_13160420	Fat free ice cream, NS as to flavor	13160420	13160420
FNDDS_13161000	Milk dessert bar, frozen, made from lowfat milk	13161000	13161000
FNDDS_13161500	Milk dessert sandwich bar, frozen, made from lowfat milk	13161500	13161500
FNDDS_13161520	Milk dessert sandwich bar, frozen, with low-calorie sweetener, made from lowfat milk	13161520	13161520
FNDDS_13161600	Milk dessert bar, frozen, made from lowfat milk and low calorie sweetener	13161600	13161600
FNDDS_13161630	Light ice cream, bar or stick, with low-calorie sweetener, chocolate-coated (formerly ice milk)	13161630	13161630
FNDDS_13170000	Baked Alaska	13170000	13170000
FNDDS_13200110	Pudding, NFS	13200110	13200110
FNDDS_13210110	Pudding, bread	13210110	13210110
FNDDS_13210150	Puerto Rican bread pudding made with evaporated milk	13210150	13210150
FNDDS_13210160	Diplomat pudding, Puerto Rican style (Budin Diplomatico)	13210160	13210160
FNDDS_13210180	Pudding, Mexican bread (Capirotada)	13210180	13210180
FNDDS_13210190	Pudding, Mexican bread (Capirotada), lower fat	13210190	13210190
FNDDS_13210220	Pudding, chocolate, NS as to from dry mix or ready-to-eat	13210220	13210220
FNDDS_13210250	Pudding, chocolate, low calorie, containing artificial sweetener, NS as to from dry mix or ready-to-eat	13210250	13210250
FNDDS_13210260	Rice flour cream, Puerto Rican style (manjar blanco)	13210260	13210260
FNDDS_13210270	Custard, Puerto Rican style (Maicena, Natilla)	13210270	13210270
FNDDS_13210280	Pudding, flavors other than chocolate, NS as to from dry mix or ready-to-eat	13210280	13210280
FNDDS_13210290	Pudding, flavors other than chocolate, low calorie, containing artificial sweetener, NS as to from dry mix or ready-to-eat	13210290	13210290
FNDDS_13210300	Custard	13210300	13210300
FNDDS_13210350	Flan	13210350	13210350
FNDDS_13210410	Pudding, rice	13210410	13210410
FNDDS_13210450	Pudding, rice flour, with nuts (Indian dessert)	13210450	13210450
FNDDS_13210500	Pudding, tapioca, made from home recipe, made with milk	13210500	13210500
FNDDS_13210520	Pudding, tapioca, made from dry mix, made with milk	13210520	13210520
FNDDS_13210530	Pudding, tapioca, chocolate, made with milk	13210530	13210530
FNDDS_13210610	Pudding, coconut	13210610	13210610
FNDDS_13210710	Pudding, Indian (milk, molasses and cornmeal-based pudding)	13210710	13210710
FNDDS_13210750	Pudding, pumpkin	13210750	13210750
FNDDS_13210810	Puerto Rican pumpkin pudding (Flan de calabaza)	13210810	13210810
FNDDS_13210820	Fresh corn custard, Puerto Rican style (Mazamorra, Mundo Nuevo)	13210820	13210820
FNDDS_13220110	Pudding, flavors other than chocolate, prepared from dry mix, milk added	13220110	13220110
FNDDS_13220120	Pudding, chocolate, prepared from dry mix, milk added	13220120	13220120
FNDDS_13220210	Pudding, flavors other than chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added	13220210	13220210
FNDDS_13220220	Pudding, chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added	13220220	13220220
FNDDS_13220230	Pudding, ready-to-eat, chocolate, reduced fat	13220230	13220230
FNDDS_13220235	Pudding, ready-to-eat, chocolate, fat free	13220235	13220235
FNDDS_13220240	Pudding, ready-to-eat, flavors other than chocolate, reduced fat	13220240	13220240
FNDDS_13220245	Pudding, ready-to-eat, flavors other than chocolate, fat free	13220245	13220245
FNDDS_13230110	Pudding, ready-to-eat, flavors other than chocolate	13230110	13230110
FNDDS_13230120	Pudding, ready-to-eat, low calorie, containing artificial sweetener, flavors other than chocolate	13230120	13230120
FNDDS_13230130	Pudding, ready-to-eat, chocolate	13230130	13230130
FNDDS_13230140	Pudding, ready-to-eat, low calorie, containing artificial sweetener, chocolate	13230140	13230140
FNDDS_13230200	Pudding, ready-to-eat, chocolate and non-chocolate flavors combined	13230200	13230200
FNDDS_13230500	Pudding, ready-to-eat, tapioca	13230500	13230500
FNDDS_13230510	Pudding, ready-to-eat, tapioca, fat free	13230510	13230510
FNDDS_13241000	Pudding, with fruit and vanilla wafers	13241000	13241000
FNDDS_13250000	Mousse, chocolate	13250000	13250000
FNDDS_13250100	Mousse, not chocolate	13250100	13250100
FNDDS_13250200	Mousse, chocolate, lowfat, reduced calorie, prepared from dry mix, water added	13250200	13250200
FNDDS_13252100	Coconut custard, Puerto Rican style (Flan de coco)	13252100	13252100
FNDDS_13252200	Milk dessert or milk candy, Puerto Rican style (Dulce de leche)	13252200	13252200
FNDDS_13252500	Barfi or Burfi, Indian dessert, made from milk and/or cream and/or Ricotta cheese	13252500	13252500
FNDDS_13252600	Tiramisu	13252600	13252600
FNDDS_13310000	Custard pudding, flavor other than chocolate, baby food, NS as to strained or junior	13310000	13310000
FNDDS_13311000	Custard pudding, baby food, flavor other than chocolate, strained	13311000	13311000
FNDDS_13312000	Custard pudding, baby food, flavor other than chocolate, junior	13312000	13312000
FNDDS_13411000	White sauce, milk sauce	13411000	13411000
FNDDS_13412000	Milk gravy, quick gravy	13412000	13412000
FNDDS_14010000	Cheese, NFS	14010000	14010000
FNDDS_14101010	Cheese, Blue or Roquefort	14101010	14101010
FNDDS_14102010	Cheese, Brick	14102010	14102010
FNDDS_14103010	Cheese, Camembert	14103010	14103010
FNDDS_14103020	Cheese, Brie	14103020	14103020
FNDDS_14104100	Cheese, Cheddar	14104100	14104100
FNDDS_14104110	Cheese, Cheddar, reduced fat	14104110	14104110
FNDDS_14104115	Cheese, Cheddar, nonfat or fat free	14104115	14104115
FNDDS_14104200	Cheese, Colby	14104200	14104200
FNDDS_14104250	Cheese, Colby Jack	14104250	14104250
FNDDS_14104400	Cheese, Feta	14104400	14104400
FNDDS_14104600	Cheese, Fontina	14104600	14104600
FNDDS_14104700	Cheese, goat	14104700	14104700
FNDDS_14105010	Cheese, Gouda or Edam	14105010	14105010
FNDDS_14105200	Cheese, Gruyere	14105200	14105200
FNDDS_14106010	Cheese, Limburger	14106010	14106010
FNDDS_14106200	Cheese, Monterey	14106200	14106200
FNDDS_14106500	Cheese, Monterey, reduced fat	14106500	14106500
FNDDS_14107010	Cheese, Mozzarella, NFS	14107010	14107010
FNDDS_14107020	Cheese, Mozzarella, whole milk	14107020	14107020
FNDDS_14107030	Cheese, Mozzarella, part skim	14107030	14107030
FNDDS_14107040	Cheese, Mozzarella, reduced sodium	14107040	14107040
FNDDS_14107060	Cheese, Mozzarella, nonfat or fat free	14107060	14107060
FNDDS_14107200	Cheese, Muenster	14107200	14107200
FNDDS_14107250	Cheese, Muenster, reduced fat	14107250	14107250
FNDDS_14108010	Cheese, Parmesan, dry grated	14108010	14108010
FNDDS_14108015	Cheese, Parmesan, dry grated, reduced fat	14108015	14108015
FNDDS_14108020	Cheese, Parmesan, hard	14108020	14108020
FNDDS_14108060	Cheese, Parmesan, dry grated, fat free	14108060	14108060
FNDDS_14108200	Cheese, Port du Salut	14108200	14108200
FNDDS_14108400	Cheese, Provolone	14108400	14108400
FNDDS_14108420	Cheese, provolone, reduced fat	14108420	14108420
FNDDS_14109010	Cheese, Swiss	14109010	14109010
FNDDS_14109020	Cheese, Swiss, reduced sodium	14109020	14109020
FNDDS_14109030	Cheese, Swiss, reduced fat	14109030	14109030
FNDDS_14109040	Cheese, Swiss, nonfat or fat free	14109040	14109040
FNDDS_14110010	Cheese, Cheddar, reduced sodium	14110010	14110010
FNDDS_14120010	Cheese, Mexican blend	14120010	14120010
FNDDS_14120020	Cheese, Mexican blend, reduced fat	14120020	14120020
FNDDS_14131000	Queso Anejo (aged Mexican cheese)	14131000	14131000
FNDDS_14131500	Queso Asadero	14131500	14131500
FNDDS_14132000	Queso Chihuahua	14132000	14132000
FNDDS_14133000	Queso Fresco	14133000	14133000
FNDDS_14134000	Queso cotija	14134000	14134000
FNDDS_14200100	Cheese, cottage, NFS	14200100	14200100
FNDDS_14201010	Cheese, cottage, creamed, large or small curd	14201010	14201010
FNDDS_14201200	Cottage cheese, farmer's	14201200	14201200
FNDDS_14201500	Cheese, Ricotta	14201500	14201500
FNDDS_14202010	Cheese, cottage, with fruit	14202010	14202010
FNDDS_14202020	Cheese, cottage, with vegetables	14202020	14202020
FNDDS_14203010	Cheese, cottage, dry curd	14203010	14203010
FNDDS_14203020	Cheese, cottage, salted, dry curd	14203020	14203020
FNDDS_14203510	Puerto Rican white cheese (queso del pais, blanco)	14203510	14203510
FNDDS_14204010	Cheese, cottage, lowfat (1-2% fat)	14204010	14204010
FNDDS_14204020	Cheese, cottage, lowfat, with fruit	14204020	14204020
FNDDS_14204030	Cheese, cottage, lowfat, with vegetables	14204030	14204030
FNDDS_14206010	Cheese, cottage, lowfat, low sodium	14206010	14206010
FNDDS_14207010	Cheese, cottage, lowfat, lactose reduced	14207010	14207010
FNDDS_14301010	Cheese, cream	14301010	14301010
FNDDS_14303010	Cheese, cream, light or lite (formerly called Cream Cheese Lowfat)	14303010	14303010
FNDDS_14410100	Cheese, American and Swiss blends	14410100	14410100
FNDDS_14410110	Cheese, American	14410110	14410110
FNDDS_14410120	Cheese, American, reduced fat	14410120	14410120
FNDDS_14410130	Cheese, American, nonfat or fat free	14410130	14410130
FNDDS_14410210	Cheese, American, reduced sodium	14410210	14410210
FNDDS_14410330	Cheese spread, American or Cheddar cheese base, reduced fat	14410330	14410330
FNDDS_14410380	Cheese, processed cream cheese product, nonfat or fat free	14410380	14410380
FNDDS_14410500	Cheese, processed cheese food	14410500	14410500
FNDDS_14410600	Cheese, processed, with vegetables	14410600	14410600
FNDDS_14410620	Cheese,  with wine	14410620	14410620
FNDDS_14420100	Cheese spread, American or Cheddar cheese base	14420100	14420100
FNDDS_14420160	Cheese spread, Swiss cheese base	14420160	14420160
FNDDS_14420200	Cheese spread, cream cheese, regular	14420200	14420200
FNDDS_14420210	Cheese spread, cream cheese, light or lite	14420210	14420210
FNDDS_14420300	Cheese spread, pressurized can	14420300	14420300
FNDDS_14502000	Imitation cheese	14502000	14502000
FNDDS_14610200	Cheese, cottage cheese, with gelatin dessert	14610200	14610200
FNDDS_14610210	Cheese, cottage cheese, with gelatin dessert and fruit	14610210	14610210
FNDDS_14610250	Cheese, cottage cheese, with gelatin dessert and vegetables	14610250	14610250
FNDDS_14610520	Cheese with nuts	14610520	14610520
FNDDS_14620100	Dip, cream cheese base	14620100	14620100
FNDDS_14620120	Shrimp dip, cream cheese base	14620120	14620120
FNDDS_14620150	Dip, cheese with chili pepper (chili con queso)	14620150	14620150
FNDDS_14620200	Dip, cheese base other than cream cheese	14620200	14620200
FNDDS_14620300	Topping from cheese pizza	14620300	14620300
FNDDS_14620310	Topping from vegetable pizza	14620310	14620310
FNDDS_14620320	Topping from meat pizza	14620320	14620320
FNDDS_14620330	Topping from meat and vegetable pizza	14620330	14620330
FNDDS_14630100	Cheese fondue	14630100	14630100
FNDDS_14630200	Cheese souffle	14630200	14630200
FNDDS_14630300	Welsh rarebit	14630300	14630300
FNDDS_14640000	Cheese sandwich	14640000	14640000
FNDDS_14640100	Cheese sandwich, grilled	14640100	14640100
FNDDS_14640200	Cheese sandwich, hoagie	14640200	14640200
FNDDS_14650100	Cheese sauce	14650100	14650100
FNDDS_14650150	Cheese sauce made with lowfat cheese	14650150	14650150
FNDDS_14650160	Alfredo sauce	14650160	14650160
FNDDS_14660200	Mozzarella sticks, breaded, baked, or fried	14660200	14660200
FNDDS_14670000	Mozzarella cheese, tomato, and basil, with oil and vinegar dressing	14670000	14670000
FNDDS_14710100	Cheddar cheese soup, home recipe, canned or ready-to-serve	14710100	14710100
FNDDS_14710200	Beer cheese soup, made with milk	14710200	14710200
FNDDS_20000000	Meat, NFS	20000000	20000000
FNDDS_20000070	Meat, baby food, NS as to type, NS as to strained or junior	20000070	20000070
FNDDS_20000090	Meat sticks, baby food, NS as to type of meat	20000090	20000090
FNDDS_20000200	Ground meat, NFS	20000200	20000200
FNDDS_21000100	Beef, NS as to cut, cooked, NS as to fat eaten	21000100	21000100
FNDDS_21000110	Beef, NS as to cut, cooked, lean and fat eaten	21000110	21000110
FNDDS_21000120	Beef, NS as to cut, cooked, lean only eaten	21000120	21000120
FNDDS_21001000	Steak, NS as to type of meat, cooked, NS as to fat eaten	21001000	21001000
FNDDS_21001010	Steak, NS as to type of meat, cooked, lean and fat eaten	21001010	21001010
FNDDS_21001020	Steak, NS as to type of meat, cooked, lean only eaten	21001020	21001020
FNDDS_21002000	Beef, pickled	21002000	21002000
FNDDS_21003000	Beef, NS as to cut, fried, NS to fat eaten	21003000	21003000
FNDDS_21101000	Beef steak, NS as to cooking method, NS as to fat eaten	21101000	21101000
FNDDS_21101010	Beef steak, NS as to cooking method, lean and fat eaten	21101010	21101010
FNDDS_21101020	Beef steak, NS as to cooking method, lean only eaten	21101020	21101020
FNDDS_21101110	Beef steak, broiled or baked, NS as to fat eaten	21101110	21101110
FNDDS_21101120	Beef steak, broiled or baked, lean and fat eaten	21101120	21101120
FNDDS_21101130	Beef steak, broiled or baked, lean only eaten	21101130	21101130
FNDDS_21102110	Beef steak, fried, NS as to fat eaten	21102110	21102110
FNDDS_21102120	Beef steak, fried, lean and fat eaten	21102120	21102120
FNDDS_21102130	Beef steak, fried, lean only eaten	21102130	21102130
FNDDS_21103110	Beef steak, breaded or floured, baked or fried, NS as to fat eaten	21103110	21103110
FNDDS_21103120	Beef steak, breaded or floured, baked or fried, lean and fat eaten	21103120	21103120
FNDDS_21103130	Beef steak, breaded or floured, baked or fried, lean only eaten	21103130	21103130
FNDDS_21104110	Beef steak, battered, fried, NS as to fat eaten	21104110	21104110
FNDDS_21104120	Beef steak, battered, fried, lean and fat eaten	21104120	21104120
FNDDS_21104130	Beef steak, battered, fried, lean only eaten	21104130	21104130
FNDDS_21105110	Beef steak, braised, NS as to fat eaten	21105110	21105110
FNDDS_21105120	Beef steak, braised, lean and fat eaten	21105120	21105120
FNDDS_21105130	Beef steak, braised, lean only eaten	21105130	21105130
FNDDS_21301000	Beef, oxtails, cooked	21301000	21301000
FNDDS_21302000	Beef, neck bones, cooked	21302000	21302000
FNDDS_21304000	Beef, shortribs, cooked, NS as to fat eaten	21304000	21304000
FNDDS_21304110	Beef, shortribs, cooked, lean and fat eaten	21304110	21304110
FNDDS_21304120	Beef, shortribs, cooked, lean only eaten	21304120	21304120
FNDDS_21304200	Beef, shortribs, barbecued, with sauce, NS as to fat eaten	21304200	21304200
FNDDS_21304210	Beef, shortribs, barbecued, with sauce, lean and fat eaten	21304210	21304210
FNDDS_21304220	Beef, shortribs, barbecued, with sauce, lean only eaten	21304220	21304220
FNDDS_21305000	Beef, cow head, cooked	21305000	21305000
FNDDS_21401000	Beef, roast, roasted, NS as to fat eaten	21401000	21401000
FNDDS_21401110	Beef, roast, roasted, lean and fat eaten	21401110	21401110
FNDDS_21401120	Beef, roast, roasted, lean only eaten	21401120	21401120
FNDDS_21401400	Beef, roast, canned	21401400	21401400
FNDDS_21407000	Beef, pot roast, braised or boiled, NS as to fat eaten	21407000	21407000
FNDDS_21407110	Beef, pot roast, braised or boiled, lean and fat eaten	21407110	21407110
FNDDS_21407120	Beef, pot roast, braised or boiled, lean only eaten	21407120	21407120
FNDDS_21410000	Beef, stew meat, cooked, NS as to fat eaten	21410000	21410000
FNDDS_21410110	Beef, stew meat, cooked, lean and fat eaten	21410110	21410110
FNDDS_21410120	Beef, stew meat, cooked, lean only eaten	21410120	21410120
FNDDS_21416000	Corned beef, cooked, NS as to fat eaten	21416000	21416000
FNDDS_21416110	Corned beef, cooked, lean and fat eaten	21416110	21416110
FNDDS_21416120	Corned beef, cooked, lean only eaten	21416120	21416120
FNDDS_21416150	Corned beef, canned, ready-to-eat	21416150	21416150
FNDDS_21417100	Beef brisket, cooked, NS as to fat eaten	21417100	21417100
FNDDS_21417110	Beef brisket, cooked, lean and fat eaten	21417110	21417110
FNDDS_21417120	Beef brisket, cooked, lean only eaten	21417120	21417120
FNDDS_21420100	Beef, sandwich steak (flaked, formed, thinly sliced)	21420100	21420100
FNDDS_21500000	Ground beef, raw	21500000	21500000
FNDDS_21500100	Ground beef or patty, cooked, NS as to percent lean (formerly NS as to regular, lean, or extra lean)	21500100	21500100
FNDDS_21500200	Ground beef or patty, breaded, cooked	21500200	21500200
FNDDS_21500300	Ground beef patty, cooked (for fast food sandwiches)	21500300	21500300
FNDDS_21501000	Ground beef, less than 80% lean, cooked (formerly regular)	21501000	21501000
FNDDS_21501200	Ground beef, 80% - 84% lean, cooked (formerly lean)	21501200	21501200
FNDDS_21501300	Ground beef, 85% - 89% lean, cooked (formerly extra lean)	21501300	21501300
FNDDS_21501350	Ground beef, 90% - 94% lean, cooked	21501350	21501350
FNDDS_21501360	Ground beef, 95% or more lean, cooked	21501360	21501360
FNDDS_21540100	Ground beef with textured vegetable protein, cooked	21540100	21540100
FNDDS_21601000	Beef, bacon, cooked	21601000	21601000
FNDDS_21601010	Beef, bacon, reduced sodium, cooked		21601010
FNDDS_21601500	Beef, bacon, formed, lean meat added, cooked	21601500	
FNDDS_21602000	Beef, dried, chipped, uncooked	21602000	21602000
FNDDS_21602010	Beef, dried, chipped, cooked in fat	21602010	21602010
FNDDS_21602100	Beef jerky	21602100	21602100
FNDDS_21603000	Beef, pastrami (beef, smoked, spiced)	21603000	21603000
FNDDS_21701000	Beef, baby food, NS as to strained or junior	21701000	21701000
FNDDS_21701010	Beef, baby food, strained	21701010	21701010
FNDDS_21701020	Beef, baby food, junior	21701020	21701020
FNDDS_22000100	Pork, NS as to cut, cooked, NS as to fat eaten	22000100	22000100
FNDDS_22000110	Pork, NS as to cut, cooked, lean and fat eaten	22000110	22000110
FNDDS_22000120	Pork, NS as to cut, cooked, lean only eaten	22000120	22000120
FNDDS_22000200	Pork, NS as to cut, fried, NS as to fat eaten	22000200	22000200
FNDDS_22000210	Pork, NS as to cut, fried, lean and fat eaten	22000210	22000210
FNDDS_22000220	Pork, NS as to cut, fried, lean only eaten	22000220	22000220
FNDDS_22000300	Pork, NS as to cut, breaded or floured, fried, NS as to fat eaten	22000300	22000300
FNDDS_22000310	Pork, NS as to cut, breaded or floured, fried, lean and fat eaten	22000310	22000310
FNDDS_22000320	Pork, NS as to cut, breaded or floured, fried, lean only eaten	22000320	22000320
FNDDS_22001000	Pork, pickled, NS as to cut	22001000	22001000
FNDDS_22002000	Pork, ground or patty, cooked	22002000	22002000
FNDDS_22002100	Pork, ground or patty, breaded, cooked	22002100	22002100
FNDDS_22002800	Pork jerky	22002800	22002800
FNDDS_22101000	Pork chop, NS as to cooking method, NS as to fat eaten	22101000	22101000
FNDDS_22101010	Pork chop, NS as to cooking method, lean and fat eaten	22101010	22101010
FNDDS_22101020	Pork chop, NS as to cooking method, lean only eaten	22101020	22101020
FNDDS_22101100	Pork chop, broiled or baked, NS as to fat eaten	22101100	22101100
FNDDS_22101110	Pork chop, broiled or baked, lean and fat eaten	22101110	22101110
FNDDS_22101120	Pork chop, broiled or baked, lean only eaten	22101120	22101120
FNDDS_22101130	Pork chop, breaded or floured, broiled or baked, NS as to fat eaten	22101130	22101130
FNDDS_22101140	Pork chop, breaded or floured, broiled or baked, lean and fat eaten	22101140	22101140
FNDDS_22101150	Pork chop, breaded or floured, broiled or baked, lean only eaten	22101150	22101150
FNDDS_22101200	Pork chop, fried, NS as to fat eaten	22101200	22101200
FNDDS_22101210	Pork chop, fried, lean and fat eaten	22101210	22101210
FNDDS_22101220	Pork chop, fried, lean only eaten	22101220	22101220
FNDDS_22101300	Pork chop, breaded or floured, fried, NS as to fat eaten	22101300	22101300
FNDDS_22101310	Pork chop, breaded or floured, fried, lean and fat eaten	22101310	22101310
FNDDS_22101320	Pork chop, breaded or floured, fried, lean only eaten	22101320	22101320
FNDDS_22101400	Pork chop, battered, fried, NS as to fat eaten	22101400	22101400
FNDDS_22101410	Pork chop, battered, fried, lean and fat eaten	22101410	22101410
FNDDS_22101420	Pork chop, battered, fried, lean only eaten	22101420	22101420
FNDDS_22101500	Pork chop, stewed, NS as to fat eaten	22101500	22101500
FNDDS_22101510	Pork chop, stewed, lean and fat eaten	22101510	22101510
FNDDS_22101520	Pork chop, stewed, lean only eaten	22101520	22101520
FNDDS_22107000	Pork chop, smoked or cured, cooked, NS as to fat eaten	22107000	22107000
FNDDS_22107010	Pork chop, smoked or cured, cooked, lean and fat eaten	22107010	22107010
FNDDS_22107020	Pork chop, smoked or cured, cooked, lean only eaten	22107020	22107020
