ID	LABEL	SR26	SR27	SR28
SR_28045	KEEBLER, ANIMALS, Iced Cookies	28045	28045	28045
SR_28046	KEEBLER, ANIMALS, Crackers	28046	28046	28046
SR_28047	KEEBLER, BAKER'S TREASURES, Chocolate Chip Cookie, soft	28047	28047	28047
SR_28048	KEEBLER, BAKER'S TREASURES, Oatmeal Raisin Cookie, soft	28048	28048	28048
SR_28049	KEEBLER, Cheese & Cheddar Sandwich Crackers	28049	28049	28049
SR_28050	KEEBLER, Club & Cheddar Sandwich Crackers	28050	28050	28050
SR_28051	KEEBLER, Cheese on Wheat Sandwich Crackers	28051	28051	28051
SR_28052	KEEBLER, CHIPS DELUXE, Chocolate Lovers Cookies	28052	28052	28052
SR_28053	KEEBLER, CHIPS DELUXE, Chocolate Malt Chunk Cookies	28053	28053	28053
SR_28054	KEEBLER, CHIPS DELUXE, Coconut Cookies	28054	28054	28054
SR_28055	KEEBLER, CHIPS DELUXE, Dark Chocolate Chunk Cookies	28055	28055	28055
SR_28056	KEEBLER, CHIPS DELUXE, Mini Chocolate Chip Cookies	28056	28056	28056
SR_28057	KEEBLER, CHIPS DELUXE, Oatmeal Chocolate Chip Cookies	28057	28057	28057
SR_28058	KEEBLER, CHIPS DELUXE, Original Chocolate Chip Cookies	28058	28058	28058
SR_28059	KEEBLER, CHIPS DELUXE, Peanut Butter Cups Cookies	28059	28059	28059
SR_28060	KEEBLER, CHIPS DELUXE, Rainbow Chocolate Chip Cookies	28060	28060	28060
SR_28061	KEEBLER, CHIPS DELUXE, Rainbow Chocolate Chip Cookies, bite size	28061	28061	28061
SR_28062	KEEBLER, CHIPS DELUXE, Soft 'n Chewy Chocolate Chip Cookies	28062	28062	28062
SR_28063	KEEBLER, CLUB, Buttery Garlic Crackers	28063	28063	
SR_28064	KEEBLER, CLUB, Dash of Salt Crackers	28064	28064	28064
SR_28065	KEEBLER, CLUB, Minis Original Crackers	28065	28065	28065
SR_28066	KEEBLER, CLUB, Minis Multigrain Crackers	28066	28066	28066
SR_28067	KEEBLER, CLUB, Multigrain Crackers	28067	28067	28067
SR_28068	KEEBLER, CLUB, Original Crackers	28068	28068	28068
SR_28069	KEEBLER, CLUB, Reduced Fat Crackers	28069	28069	28069
SR_28070	KEEBLER, CLUB Crackers, Snack Sticks, Honey Wheat	28070	28070	28070
SR_28071	KEEBLER, CLUB Crackers, Snack Sticks, Original	28071	28071	28071
SR_28072	KEEBLER, Country Style Oatmeal Cookies with Raisins	28072	28072	28072
SR_28073	KEEBLER, Danish Wedding Cookies	28073	28073	28073
SR_28074	KEEBLER, E.L. FUDGE, Butter Flavored Cookies	28074	28074	28074
SR_28075	KEEBLER, E.L. FUDGE, Double Stuffed Cookies	28075	28075	28075
SR_28076	KEEBLER, FUDGE SHOPPE, Cheesecake Middles, Dark Chocolate	28076	28076	28076
SR_28077	KEEBLER, FUDGE SHOPPE, Cheesecake Middles, Original Graham Cookies	28077	28077	28077
SR_28078	KEEBLER, FUDGE SHOPPE, Mint Creme Middles, Chocolate Graham Cookies	28078	28078	28078
SR_28079	KEEBLER, FUDGE SHOPPE, Coconut Dreams Cookies	28079	28079	28079
SR_28080	KEEBLER, FUDGE SHOPPE, Deluxe Grahams Cookies	28080	28080	28080
SR_28081	KEEBLER, FUDGE SHOPPE, Caramel Filled Cookies	28081	28081	28081
SR_28082	KEEBLER, FUDGE SHOPPE, Peanut Creme Filled Cookies	28082	28082	28082
SR_28083	KEEBLER, FUDGE SHOPPE, Triple Fudge Filled Cookies	28083	28083	28083
SR_28084	KEEBLER, FUDGE SHOPPE, Fudge-Dipped Ice Cream Cups	28084	28084	28084
SR_28085	KEEBLER, FUDGE SHOPPE, Fudge Grahams, 1/2 Dipped, Reduced Fat	28085	28085	28085
SR_28086	KEEBLER, FUDGE SHOPPE, Fudge Sticks	28086	28086	28086
SR_28087	KEEBLER, FUDGE SHOPPE, Fudge Stripes, Dark Chocolate	28087	28087	28087
SR_28088	KEEBLER, FUDGE SHOPPE, Fudge Stripes, Holiday/Spiderman	28088	28088	28088
SR_28089	KEEBLER, FUDGE SHOPPE, Fudge Stripes, Mini	28089	28089	28089
SR_28091	KEEBLER, FUDGE SHOPPE, Fudge Stripes, Oatmeal	28091	28091	28091
SR_28092	KEEBLER, FUDGE SHOPPE, Fudge Stripes, Original	28092	28092	28092
SR_28093	KEEBLER, FUDGE SHOPPE, Grasshopper Cookies, Fudge Mint	28093	28093	28093
SR_28094	KEEBLER, FUDGE SHOPPE, Jumbo Fudge Sticks, Vanilla	28094	28094	28094
SR_28095	KEEBLER, FUDGE SHOPPE, Jumbo Fudge Sticks, Peanut Butter	28095	28095	28095
SR_28096	KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Filled Cookies, Original	28096	28096	28096
SR_28097	KEEBLER, FUDGE SHOPPE, Merry Mint Patties, Holiday	28097	28097	28097
SR_28098	KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Filled Cookies, Peanut Butter	28098	28098	28098
SR_28099	KEEBLER, FUDGE SHOPPE, Jumbo Fudge Sticks, Mint	28099	28099	
SR_28100	KEEBLER, FUDGE SHOPPE, Fudge Sticks, Peanut Butter	28100	28100	28100
SR_28101	KEEBLER, Cinnamon Toast Grahams	28101	28101	28101
SR_28102	KEEBLER, GRIPZ, CHIPS DELUXE, Chocolate Chip Cookies, bite-size	28102	28102	28102
SR_28103	KEEBLER, GRIPZ, CHIPS DELUXE, Rainbow Chocolate Chip Cookies, bite-size	28103	28103	28103
SR_28104	KEEBLER, GRIPZ, Chocolate Chip Grahams, bite-size	28104	28104	28104
SR_28105	KEEBLER, GRIPZ, Cinnamon Grahams, bite-size	28105	28105	28105
SR_28106	KEEBLER, Almond Crescents Cookies, Holiday	28106	28106	28106
SR_28107	KEEBLER, Gingerbread Men Cookies, Holiday	28107	28107	28107
SR_28108	KEEBLER, Holiday Jingles Cookies	28108	28108	28108
SR_28109	KEEBLER, Iced Oatmeal Cookies	28109	28109	28109
SR_28110	KEEBLER, Toast & Peanut Butter Sandwich Crackers	28110	28110	28110
SR_28111	KEEBLER, READY CRUST, Chocolate Pie Crust	28111	28111	28111
SR_28112	KEEBLER, READY CRUST, Shortbread Pie Crust	28112	28112	28112
SR_28113	KEEBLER, 100 Calorie RIGHT BITES, CHIPS DELUXE, Chocolate Chip Cookies	28113	28113	28113
SR_28114	KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Dark Chocolate Fudge Stripes Cookies	28114	28114	28114
SR_28115	KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Fudge Covered Pretzels	28115	28115	28115
SR_28116	KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Cookies 'N Creme	28116	28116	28116
SR_28117	KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Brownies	28117	28117	28117
SR_28118	KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Fudge Grahams Cookies	28118	28118	28118
SR_28119	KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Fudge Stripes Cookies	28119	28119	28119
SR_28120	KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Mints Grasshopper Cookies	28120	28120	28120
SR_28121	KEEBLER, 100 Calorie RIGHT BITES, Sandies Shortbread Cookies, Fudge Dipped	28121	28121	28121
SR_28122	KEEBLER, 100 Calorie RIGHT BITES, Sandies Shortbread Cookies	28122	28122	28122
SR_28123	KEEBLER, 100 Calorie RIGHT BITES, White Fudge Dipped Pretzels	28123	28123	28123
SR_28124	KEEBLER, SANDIES, Cashew Shortbread Cookies	28124	28124	28124
SR_28125	KEEBLER, SANDIES, Chocolate Chip & Pecan Shortbread Cookies	28125	28125	28125
SR_28126	KEEBLER, SANDIES, Dark Chocolate Almond Shortbread Cookies	28126	28126	28126
SR_28127	KEEBLER, SANDIES, Pecan Shortbread Cookies	28127	28127	28127
SR_28128	KEEBLER, SANDIES, Pecan Shortbread Cookies, bite size	28128	28128	28128
SR_28129	KEEBLER, SANDIES, Pecan Shortbread Cookies, Reduced Fat	28129	28129	28129
SR_28130	KEEBLER, SOFT BATCH, Chocolate Chip Cookies	28130	28130	28130
SR_28131	KEEBLER, Sweet Cremes Cookies	28131	28131	28131
SR_28132	KEEBLER, Toasted Coconut Cookies	28132	28132	28132
SR_28133	KEEBLER, TOASTEDS, Buttercrisps Crackers	28133	28133	28133
SR_28134	KEEBLER, TOASTEDS, Party Pack Cracker Assortment	28134	28134	28134
SR_28135	KEEBLER, TOASTEDS, Onion Crackers	28135	28135	28135
SR_28136	KEEBLER, TOASTEDS, Sesame Crackers	28136	28136	28136
SR_28137	KEEBLER, TOASTEDS, Wheat Crackers	28137	28137	28137
SR_28138	KEEBLER, TOWN HOUSE, Bistro Multigrain Crackers	28138	28138	28138
SR_28139	KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Cheese	28139	28139	28139
SR_28140	KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Garlic Herb	28140	28140	28140
SR_28141	KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Original	28141	28141	28141
SR_28142	KEEBLER, TOWN HOUSE, Original Crackers	28142	28142	28142
SR_28143	KEEBLER, TOWN HOUSE, Reduced Fat Crackers	28143	28143	28143
SR_28144	KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Reduced Fat	28144	28144	28144
SR_28145	KEEBLER, TOWN HOUSE, TOPPERS, Garlic Herb Crackers	28145	28145	28145
SR_28146	KEEBLER, TOWN HOUSE, TOPPERS, Multigrain Crackers	28146	28146	28146
SR_28147	KEEBLER, TOWN HOUSE, TOPPERS, Original Crackers	28147	28147	28147
SR_28148	KEEBLER, TOWN HOUSE, Wheat Crackers	28148	28148	28148
SR_28149	KEEBLER, TOWN HOUSE, FLATBREAD CRISPS, Sea Salt and Olive Oil Crackers	28149	28149	28149
SR_28150	KEEBLER, TRADITIONS, Iced Lemonade Cookies	28150	28150	28150
SR_28151	KEEBLER, TRADITIONS, Iced Oatmeal Cookies	28151	28151	28151
SR_28152	KEEBLER, Vanilla Wafers Minis, Rainbow	28152	28152	28152
SR_28153	KEEBLER, Vienna Fingers with Creme Filling	28153	28153	28153
SR_28154	KEEBLER, Vienna Fingers with Creme Filling, Reduced Fat	28154	28154	28154
SR_28155	KEEBLER, Waffle Bowls	28155	28155	28155
SR_28156	KEEBLER, Waffle Cones	28156	28156	28156
SR_28157	KEEBLER, WHEATABLES, Honey Wheat Crackers	28157	28157	28157
SR_28158	KEEBLER, WHEATABLES, Nut Crisp Crackers, Roasted Almond	28158	28158	28158
SR_28159	KEEBLER, WHEATABLES, Nut Crisp Crackers, Toasted Pecan	28159	28159	28159
SR_28160	KELLOGG'S, ALL-BRAN, Garlic and Herb Crackers	28160	28160	28160
SR_28161	KELLOGG'S, ALL-BRAN, Multigrain Crackers	28161	28161	28161
SR_28162	KELLOGG'S, Corn Flakes Crumbs	28162	28162	28162
SR_28163	KELLOGG'S, POP-TARTS, Frosted Apple Strudel Toaster Pastries	28163	28163	28163
SR_28164	KELLOGG'S, POP-TARTS, Frosted Blueberry Muffin Toaster Pastries	28164	28164	28164
SR_28165	KELLOGG'S, POP-TARTS, Chocolate Chip Cookie Dough Toaster Pastries	28165	28165	28165
SR_28167	KELLOGG'S, POP-TARTS, Frosted Cinnamon Roll Toaster Pastries	28167	28167	28167
SR_28168	KELLOGG'S, POP-TARTS, Frosted Confetti Cake Toaster Pastries	28168	28168	28168
SR_28169	KELLOGG'S, POP-TARTS, Frosted Cookies & Creme Toaster Pastries	28169	28169	28169
SR_28170	KELLOGG'S, POP-TARTS, Frosted Orange Cream Toaster Pastries	28170	28170	28170
SR_28171	KELLOGG'S, POP-TARTS, Frosted Pumpkin Pie Toaster Pastries	28171	28171	28171
SR_28172	KELLOGG'S, POP-TARTS, Frosted Spring Berry Toaster Pastries	28172	28172	28172
SR_28173	KELLOGG'S, POP-TARTS, Frosted Sugar Cookie Toaster Pastries	28173	28173	28173
SR_28174	KELLOGG'S, POP-TARTS, Frosted Waffle Cone Toaster Pastries	28174	28174	28174
SR_28175	KELLOGG'S, POP-TARTS, Frosted Wild Fruit Fusion Toaster Pastries	28175	28175	28175
SR_28176	KELLOGG'S, POP-TARTS, Frosted Wild Grape Toaster Pastries	28176	28176	28176
SR_28177	KELLOGG'S, POP-TARTS, Frosted Wild Strawberry Toaster Pastries	28177	28177	28177
SR_28178	KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Hot Fudge Sundae Toaster Pastries	28178	28178	28178
SR_28179	KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Ice Creme Sandwich Toaster Pastries	28179	28179	28179
SR_28180	KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Rainbow Chip Toaster Pastries	28180	28180	28180
SR_28181	KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Strawberry Milkshake Toaster Pastries	28181	28181	28181
SR_28182	KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Vanilla Milkshake Toaster Pastries	28182	28182	28182
SR_28183	KELLOGG'S, POP-TARTS MINI CRISPS, Cinnamon Brown Sugar Baked Bites	28183	28183	28183
SR_28184	KELLOGG'S, POP-TARTS MINI CRISPS, Frosted Chocolate Baked Bites	28184	28184	28184
SR_28185	KELLOGG'S, POP-TARTS MINI CRISPS, Frosted Strawberry Baked Bites	28185	28185	28185
SR_28186	KELLOGG'S, SPECIAL K, Cracker Chips, Cheddar	28186	28186	28186
SR_28187	KELLOGG'S, SPECIAL K, Cracker Chips, Sea Salt	28187	28187	28187
SR_28188	KELLOGG'S, SPECIAL K, Cracker Chips, Sour Cream & Onion	28188	28188	28188
SR_28189	KELLOGG'S, SPECIAL K, Cracker Chips, Southwest Ranch	28189	28189	28189
SR_28190	KELLOGG'S, SPECIAL K, Multigrain Crackers	28190	28190	28190
SR_28191	KELLOGG'S, SPECIAL K, Savory Herb Crackers	28191	28191	28191
SR_28192	KELLOGG'S, POP-TARTS, Gingerbread Toaster Pastries	28192	28192	28192
SR_28193	KELLOGG'S, POP-TARTS, Yum-azing Vanilla Milkshake Toaster Pastries	28193	28193	28193
SR_28194	MOTHER'S, 4th of July Circus Animal Cookies	28194	28194	28194
SR_28195	MOTHER'S, Chocolate Chip Cookies	28195	28195	28195
SR_28196	MOTHER'S, Circus Animal Cookies	28196	28196	28196
SR_28197	MOTHER'S, Coconut Cocadas Cookies	28197	28197	28197
SR_28198	MOTHER'S, Double Fudge Creme Sandwich Cookies	28198	28198	28198
SR_28199	MOTHER'S, English Tea Sandwich Cookies	28199	28199	28199
SR_28200	MOTHER'S, Halloween Circus Animals Cookies	28200	28200	28200
SR_28201	MOTHER'S, Holiday Circus Animal Cookies	28201	28201	28201
SR_28202	MOTHER'S, Iced Lemonade Cookies	28202	28202	28202
SR_28203	MOTHER'S, Iced Oatmeal Cookies	28203	28203	28203
SR_28204	MOTHER'S, Jungle Animal Cookies	28204	28204	28204
SR_28205	MOTHER'S, Macaroon Cookies	28205	28205	28205
SR_28206	MOTHER'S, Old Fashioned Chocolate Chip Cookies	28206	28206	28206
SR_28207	MOTHER'S, Old Fashioned Iced Oatmeal Cookies	28207	28207	28207
SR_28208	MOTHER'S, Peanut Butter Gauchos Cookies	28208	28208	28208
SR_28209	MOTHER'S, Taffy Sandwich Cookies	28209	28209	28209
SR_28210	MURRAY, SUGAR FREE, Vanilla Sugar Wafer	28210	28210	28210
SR_28211	MURRAY, Chocolatey Chip Thins Cookies	28211	28211	28211
SR_28212	MURRAY, COOKIE JAR CLASSICS, Coconut Bars Cookies	28212	28212	28212
SR_28213	MURRAY, Duplex Creme Sandwich Cookies	28213	28213	28213
SR_28214	MURRAY, Lemon Creme Sandwich Cookies	28214	28214	28214
SR_28215	MURRAY, JACKS Vanilla Wafers	28215	28215	28215
SR_28216	MURRAY, Old Fashioned Iced Oatmeal Cookies	28216	28216	28216
SR_28217	MURRAY, SOUTHERN KITCHEN, Chocolate Chip Cookies	28217	28217	28217
SR_28218	MURRAY, SOUTHERN KITCHEN, Coconut Cookies	28218	28218	28218
SR_28219	MURRAY, SOUTHERN KITCHEN, Iced Oatmeal Cookies	28219	28219	28219
SR_28220	MURRAY, SUGAR FREE, Chocolate Bites Cookies	28220	28220	
SR_28221	MURRAY, SUGAR FREE, Chocolate Chip & Pecan Cookies	28221	28221	28221
SR_28222	MURRAY, SUGAR FREE, Fudge Dipped Grahams	28222	28222	28222
SR_28223	MURRAY, SUGAR FREE, Fudge Dipped Mint Cookies	28223	28223	28223
SR_28224	MURRAY, SUGAR FREE, Fudge Dipped Wafers	28224	28224	28224
SR_28225	MURRAY, SUGAR FREE, Peanut Butter Cookies	28225	28225	28225
SR_28226	MURRAY, SUGAR FREE, Pecan Shortbread Cookies	28226	28226	28226
SR_28227	MURRAY, SUGAR FREE, Lemon Creme Sandwich Cookies	28227	28227	28227
SR_28228	MURRAY, SUGAR FREE, Vanilla Creme Sandwich Cookies	28228	28228	28228
SR_28229	MURRAY, SUGAR FREE, Shortbread Cookies	28229	28229	28229
SR_28230	MURRAY, SUGAR FREE, Shortbread Bites	28230	28230	28230
SR_28231	MURRAY, SUGAR FREE, Vanilla Wafer	28231	28231	28231
SR_28232	MURRAY, Vanilla Sugar Wafer	28232	28232	28232
SR_28233	MURRAY, Vanilla Wafer	28233	28233	28233
SR_28234	SUNSHINE, CHEEZ-IT, Asiago Crackers	28234	28234	28234
SR_28235	SUNSHINE, CHEEZ-IT, Baby Swiss Crackers	28235	28235	28235
SR_28236	SUNSHINE, CHEEZ-IT, BIG Crackers	28236	28236	28236
SR_28237	SUNSHINE, CHEEZ-IT, Cheddar Jack Crackers	28237	28237	28237
SR_28238	SUNSHINE, CHEEZ-IT, Colby Crackers	28238	28238	28238
SR_28239	SUNSHINE, CHEEZ-IT, Duoz Sharp Cheddar Parmesan Crackers	28239	28239	28239
SR_28240	SUNSHINE, CHEEZ-IT, Duoz Smoked Cheddar Monterey Jack Crackers	28240	28240	28240
SR_28241	SUNSHINE, GRIPZ, Cheez-It Crackers	28241	28241	28241
SR_28242	SUNSHINE, GRIPZ, Cheez-It Mixx and Cheesy Pizza Crackers	28242	28242	28242
SR_28243	SUNSHINE, CHEEZ-IT, Hot & Spicy Crackers	28243	28243	28243
SR_28244	SUNSHINE, CHEEZ-IT, Italian Four Cheese Crackers	28244	28244	28244
SR_28245	SUNSHINE, CHEEZ-IT, Crackers (made with Whole Grain)	28245	28245	28245
SR_28246	SUNSHINE, CHEEZ-IT, Mozzarella Crackers	28246	28246	28246
SR_28247	SUNSHINE, CHEEZ-IT, Parmesan Garlic Crackers	28247	28247	28247
SR_28248	SUNSHINE, CHEEZ-IT, Pepper Jack Crackers	28248	28248	28248
SR_28249	SUNSHINE, CHEEZ-IT, White Cheddar, Reduced Fat Crackers	28249	28249	28249
SR_28250	SUNSHINE, CHEEZ-IT, 100 Calorie RIGHT BITES, Extra Cheesy Party Mix	28250	28250	28250
SR_28251	SUNSHINE, CHEEZ-IT, 100 Calorie Right Bites, Reduced Fat	28251	28251	28251
SR_28252	SUNSHINE, CHEEZ-IT, Scrabble Jr. Crackers	28252	28252	28252
SR_28253	SUNSHINE, CHEEZ-IT, Snack Mix	28253	28253	28253
SR_28254	SUNSHINE, CHEEZ-IT, Snack Mix, White Cheddar	28254	28254	28254
SR_28255	KEEBLER, ZESTA, Export Sodas Crackers	28255	28255	28255
SR_28256	AUSTIN, Peanut Butter on Cheese Crackers, sandwich-type	28256	28256	28256
SR_28257	AUSTIN, Peanut Butter on Toasty Crackers, sandwich-type	28257	28257	28257
SR_28258	AUSTIN, Cheddar Cheese on Wafer Crackers, sandwich-type	28258	28258	28258
SR_28259	KELLOGG'S, EGGO Minis, Pancakes, Buttermilk	28259	28259	28259
SR_28260	KELLOGG'S, EGGO, Waffles, Chocolate Chip	28260	28260	28260
SR_28261	FAMOUS AMOS, Chocolate Sandwich Creme Cookies	28261	28261	28261
SR_28262	FAMOUS AMOS, Vanilla Sandwich Creme Cookies	28262	28262	28262
SR_28263	KEEBLER, Grahams, Cinnamon Crisp	28263	28263	28263
SR_28264	KEEBLER, Oatmeal Cookies	28264	28264	28264
SR_28265	KEEBLER, Cheese & Peanut Butter Sandwich Crackers	28265	28265	28265
SR_28266	KEEBLER, READY CRUST, Graham Pie Crust (10"), Reduced Fat	28266	28266	28266
SR_28267	KEEBLER, SANDIES, Simply Shortbread Cookies	28267	28267	28267
SR_28268	KEEBLER, Sugar Cones	28268	28268	28268
SR_28269	MOTHER'S, Old Fashioned Oatmeal Cookies	28269	28269	28269
SR_28270	MOTHER'S, Vanilla Sandwich Cookies	28270	28270	28270
SR_28271	MURRAY, COOKIE JAR CLASSICS, Butter Cookies	28271	28271	28271
SR_28272	MURRAY, Chocolate Creme Sandwich Cookies	28272	28272	28272
SR_28273	MURRAY, Vanilla Creme Sandwich Cookies	28273	28273	28273
SR_28274	MURRAY, Honey Graham	28274	28274	28274
SR_28275	MURRAY, Old Fashioned Gingersnaps Cookies	28275	28275	28275
SR_28276	MURRAY, SOUTHERN KITCHEN, Oatmeal Cookies	28276	28276	28276
SR_28277	MURRAY, SUGAR FREE, Chocolate Chip Cookies	28277	28277	28277
SR_28278	MURRAY, SUGAR FREE, Oatmeal Cookies	28278	28278	28278
SR_28279	MURRAY, SUGAR FREE, Chocolate Creme Sandwich Cookies	28279	28279	28279
SR_28280	SUNSHINE, CHEEZ-IT, Original Crackers	28280	28280	28280
SR_28281	SUNSHINE, CHEEZ-IT, Reduced Fat Crackers	28281	28281	28281
SR_28282	SUNSHINE, KRISPY, Soup & Oyster Crackers (large)	28282	28282	28282
SR_28283	KEEBLER, ZESTA, Saltines, Original	28283	28283	28283
SR_28284	KEEBLER, ZESTA, Saltines with Whole Wheat	28284	28284	28284
SR_28285	Bread, chapati or roti, whole wheat, commercially prepared, frozen	28285	28285	28285
SR_28286	Bread, paratha, whole wheat, commercially prepared, frozen	28286	28286	28286
SR_28287	Bread, naan, whole wheat, commercially prepared, refrigerated	28287	28287	28287
SR_28288	Bread, roll, Mexican, bollilo	28288	28288	28288
SR_28289	Cookie, vanilla with caramel, coconut, and chocolate coating	28289	28289	28289
SR_28290	Cookie, with peanut butter filling, chocolate-coated	28290	28290	28290
SR_28291	Cookies, animal, with frosting or icing	28291	28291	28291
SR_28292	Crackers, multigrain	28292	28292	28292
SR_28293	Cookie, butter or sugar, with chocolate icing or filling	28293	28293	28293
SR_28294	Cookie, chocolate, with icing or coating	28294	28294	28294
SR_28295	Tortillas, ready-to-bake or -fry, whole wheat	28295	28295	28295
SR_28296	Cake, snack cakes, creme-filled, chocolate with frosting, low-fat, with added fiber	28296	28296	28296
SR_28297	Cake, snack cakes, not chocolate, with icing or filling, low-fat, with added fiber	28297	28297	28297
SR_28298	Cookies, brownies, commercially prepared, reduced fat, with added fiber	28298	28298	28298
SR_28299	Cookies, chocolate sandwich, with creme filling, reduced fat	28299	28299	28299
SR_28300	Cookies, oatmeal sandwich, with creme filling	28300	28300	28300
SR_28301	Cookies, peanut butter, commercially prepared, sugar free	28301	28301	28301
SR_28302	Cookies, graham crackers, plain or honey, lowfat	28302	28302	28302
SR_28303	Crackers, cheese, whole grain	28303	28303	28303
SR_28304	Waffles, whole wheat, lowfat, frozen, ready-to-heat	28304	28304	28304
SR_28305	Pancakes, plain, reduced fat	28305	28305	28305
SR_28306	Bread, chapati or roti, plain, commercially prepared	28306	28306	28306
SR_28307	Bread, naan, plain, commercially prepared, refrigerated	28307	28307	28307
SR_28308	Crackers, standard snack-type, with whole wheat		28308	28308
SR_28309	Cookies, coconut macaroon		28309	28309
SR_28310	Cookies, shortbread, reduced fat			28310
SR_28311	Cookies, sugar wafer, chocolate-covered			28311
SR_28312	Rolls, hamburger or hot dog, wheat/cracked wheat			28312
SR_28313	Rolls, hamburger or hot dog, whole wheat			28313
SR_28314	Crackers, sandwich-type, peanut butter filled, reduced fat			28314
SR_28315	Bread, cinnamon			28315
SR_28316	Bread, wheat, sprouted			28316
SR_28317	Bread, wheat, sprouted, toasted			28317
SR_28318	Bread, french or vienna, whole wheat			28318
SR_28319	Bagels, whole grain white			28319
SR_28320	English muffins, whole grain white			28320
SR_28321	Rolls, hamburger, whole grain white, calcium-fortified			28321
SR_28322	Bagels, multigrain			28322
SR_28323	Pancakes, plain, low fat, dry mix, incomplete (includes buttermilk)			28323
SR_28324	Pancakes, whole wheat, dry mix, incomplete			28324
SR_28325	Crackers, toast thins, low sodium			28325
SR_28326	Crackers, whole grain, sandwich-type, with peanut butter filling			28326
SR_28327	Crackers, water biscuits			28327
SR_28328	Cookies, chocolate chip sandwich, with creme filling			28328
SR_28329	Cookies, chocolate, made with rice cereal			28329
SR_28330	Cookies, marshmallow, with rice cereal and chocolate chips			28330
SR_28331	Crackers, flavored, fish-shaped			28331
SR_28332	Cookies, gluten-free, chocolate sandwich, with creme filling			28332
SR_28333	Cookies, gluten-free, chocolate wafer			28333
SR_28334	Cookies, gluten-free, lemon wafer			28334
SR_28335	Cookies, gluten-free, vanilla sandwich, with creme filling			28335
SR_28336	Bread, gluten-free, white, made with potato extract, rice starch, and rice flour			28336
SR_28337	Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca			28337
SR_28338	Bread, gluten-free, white, made with tapioca starch and brown rice flour			28338
SR_28339	Bread, gluten-free, whole grain, made with tapioca starch and brown rice flour			28339
SR_28340	Rolls, gluten-free, white, made with brown rice flour, tapioca starch, and potato starch			28340
SR_28341	Rolls, gluten-free, white, made with rice flour, rice starch, and corn starch			28341
SR_28342	Rolls, gluten-free, white, made with brown rice flour, tapioca starch, and sorghum flour			28342
SR_28343	Rolls, gluten-free, whole grain, made with tapioca starch and brown rice flour			28343
SR_28344	Crackers, gluten-free, multigrain and vegetable, made with corn starch and white rice flour			28344
SR_28345	Crackers, gluten-free, multi-seeded and multigrain			28345
SR_28346	Waffles, gluten-free, frozen, ready-to-heat			28346
SR_28347	Pancakes, gluten-free, frozen, ready-to-heat			28347
SR_28348	Rolls, dinner, sweet			28348
SR_28349	Cookies, oatmeal, reduced fat			28349
SR_28350	Cookies, chocolate cream covered biscuit sticks			28350
SR_28351	Cookies, Marie biscuit			28351
SR_28352	Cookies, vanilla sandwich with creme filling, reduced fat			28352
SR_28354	ANDREA'S, Gluten Free Soft Dinner Roll			28354
SR_28355	CRUNCHMASTER, Multi-Grain Crisps, Snack Crackers, Gluten-Free			28355
SR_28356	GLUTINO, Gluten Free Cookies, Chocolate Vanilla Creme			28356
SR_28357	GLUTINO, Gluten Free Cookies, Vanilla Creme			28357
SR_28358	GLUTINO, Gluten Free Wafers, Lemon Flavored			28358
SR_28359	GLUTINO, Gluten Free Wafers, Milk Chocolate			28359
SR_28360	MARY'S GONE CRACKERS, Original Crackers, Organic Gluten Free			28360
SR_28361	PEPPERIDGE FARM, Goldfish, Baked Snack Crackers, Cheddar			28361
SR_28362	PEPPERIDGE FARM, Goldfish, Baked Snack Crackers, Explosive Pizza			28362
SR_28363	PEPPERIDGE FARM, Goldfish, Baked Snack Crackers, Original			28363
SR_28364	PEPPERIDGE FARM, Goldfish, Baked Snack Crackers, Parmesan			28364
SR_28365	PEPPERIDGE FARM, Goldfish, Baked Snack Crackers, Pizza			28365
SR_28366	RUDI'S, Gluten-Free Bakery, Original Sandwich Bread			28366
SR_28367	SAGE VALLEY, Gluten Free Vanilla Sandwich Cookies			28367
SR_28368	SCHAR, Gluten-Free, Classic White Rolls			28368
SR_28369	SCHAR, Gluten-Free, Wheat-Free, Classic White Bread			28369
SR_28370	UDI'S, Gluten Free, Classic French Dinner Rolls			28370
